Name;ProgrammingLanguage;qualifiedName;location;Lines;CommentLines;BlankLines;PreprocessorLines;CodeLines;InactiveLines;ExecutableCodeLines;DeclarativeCodeLines;ExecutionStatements;DeclarationStatements;RatioComment/Code;Units;ontainedGlobalVariables;containedClasses;containedFunctions;usesSourceFiles;usedbySourceFiles;
bluestore_common.h;C++;ceph.src.os.bluestore.bluestore_common;ceph/src/os/bluestore/bluestore_common.h; 36;  13; 4;5;  14; 0;0;0;0;2;0.93;1;[];[];['apply_for_bitset_range'];['ceph.src.os.bluestore.BlueStore.cc', 'ceph.src.os.bluestore.BlueFS.cc'];['ceph.src.include.ceph_assert.h'];
bluestore_tool.cc;C++;ceph.src.os.bluestore.bluestore_tool;ceph/src/os/bluestore/bluestore_tool.cc; 889;  13; 43;16;  815; 0;156;151;170;144;0.02;9;[];[];['add_devices', 'find_device_path', 'inferring_bluefs_devices', 'log_dump', 'main', 'open_bluefs', 'parse_devices', 'usage', 'validate_path'];[];['ceph.src.common.admin_socket.h', 'ceph.src.common.ceph_argparse.h', 'ceph.src.common.errno.h', 'ceph.src.include.stringify.h', 'ceph.src.os.bluestore.BlueFS.h', 'ceph.src.os.bluestore.BlueStore.h'];
bluestore_types.cc;C++;ceph.src.os.bluestore.bluestore_types;ceph/src/os/bluestore/bluestore_types.cc; 1174;  54; 88;4;  1038; 0;264;172;315;279;0.05;60;[];[];['operator<<', 'operator<<', 'operator<<', 'operator<<', 'operator<<', 'operator<<', 'operator<<', 'operator<<', 'get_flags_string', 'decode', 'dump', 'encode', 'generate_test_instances', 'allocated', 'allocated_test', 'calc_csum', 'dump', 'generate_test_instances', 'get_csum_value_size', 'release_extents', 'split', 'verify_csum', 'allocate', 'bluestore_blob_use_tracker_t', 'can_split', 'can_split_at', 'dump', 'equal', 'generate_test_instances', 'get', 'init', 'operator=', 'put', 'split', 'dump', 'generate_test_instances', 'dump', 'generate_test_instances', 'dump', 'generate_test_instances', 'dump', 'generate_test_instances', '_check', '_maybe_merge_left', 'contains', 'dump', 'generate_test_instances', 'get', 'intersects', 'put', 'dump', 'generate_test_instances', 'dump', 'dump', 'generate_test_instances', 'dump', 'generate_test_instances', 'add', 'add_invalid', 'flush'];[];['ceph.src.common.Checksummer.h', 'ceph.src.common.Formatter.h', 'ceph.src.include.stringify.h'];
ceph_aio.h;C++;ceph.src.os.bluestore.ceph_aio;ceph/src/os/bluestore/ceph_aio.h; 159;  3; 20;30;  61; 56;0;0;9;41;0.05;9;[];[];['operator<<', 'aio_queue_t', 'aio_queue_t', 'get_next_completed', 'init', 'operator=', 'shutdown', 'submit_batch', '~aio_queue_t', 'aio_t', 'aio_t', 'aio_t', 'get_return_value', 'operator=', 'operator=', 'preadv', 'pwritev', '~aio_t', 'get_next_completed', 'init', 'io_queue_t', 'operator=', 'shutdown', 'submit_batch', '~io_queue_t'];['ceph.src.os.bluestore.ceph_io_uring.h', 'ceph.src.os.bluestore.aio.cc', 'ceph.src.os.bluestore.KernelDevice.h', 'ceph.src.os.bluestore.PMEMDevice.h'];['ceph.src.include.buffer.h', 'ceph.src.include.types.h'];
ceph_io_uring.h;C++;ceph.src.os.bluestore.ceph_io_uring;ceph/src/os/bluestore/ceph_io_uring.h; 31;  3; 10;4;  14; 0;0;0;0;14;0.21;0;[];[];['supported', 'get_next_completed', 'init', 'ioring_queue_t', 'ioring_queue_t', 'operator=', 'shutdown', 'submit_batch', '~ioring_queue_t'];['ceph.src.os.bluestore.KernelDevice.cc', 'ceph.src.os.bluestore.io_uring.cc'];['ceph.src.os.bluestore.ceph_aio.h', 'ceph.src.include.types.h'];
fastbmap_allocator_impl.cc;C++;ceph.src.os.bluestore.fastbmap_allocator_impl;ceph/src/os/bluestore/fastbmap_allocator_impl.cc; 714;  42; 55;4;  610; 4;262;135;240;149;0.07;13;[];[];['_align2units', '_allocate_l1', '_allocate_l1_contiguous', '_analyze_partials', '_claim_free_to_left_l0', '_claim_free_to_right_l0', '_get_longest_from_l0', '_mark_alloc_l0', '_mark_l1_on_l0', 'collect_stats', 'count_0s', 'count_1s', 'dump', 'Variables', 'alloc_fragments', 'alloc_fragments_fast', 'l0_dives', 'l0_inner_iterations', 'l0_iterations', 'l2_allocs'];[];['ceph.src.os.bluestore.fastbmap_allocator_impl.h'];
FreelistManager.cc;C++;ceph.src.os.bluestore.FreelistManager;ceph/src/os/bluestore/FreelistManager.cc; 25;  6; 3;2;  14; 0;2;6;4;3;0.43;2;[];[];['create', 'setup_merge_operators'];[];['ceph.src.os.bluestore.FreelistManager.h'];
FreelistManager.h;C++;ceph.src.os.bluestore.FreelistManager;ceph/src/os/bluestore/FreelistManager.h; 56;  2; 14;9;  31; 0;0;0;0;22;0.06;2;[];['FreelistManager'];['create', 'setup_merge_operators', 'allocate', 'create', 'dump', 'enumerate_next', 'enumerate_reset', 'FreelistManager', 'FreelistManager', 'get_alloc_size', 'get_alloc_units', 'get_meta', 'get_size', 'init', 'operator=', 'release', 'shutdown', 'sync', '~FreelistManager'];['ceph.src.os.bluestore.FreelistManager.cc', 'ceph.src.os.bluestore.BlueStore.cc', 'ceph.src.os.bluestore.BitmapFreelistManager.h'];['ceph.src.kv.KeyValueDB.h'];
HybridAllocator.cc;C++;ceph.src.os.bluestore.HybridAllocator;ceph/src/os/bluestore/HybridAllocator.cc; 222;  13; 21;8;  182; 0;38;40;49;61;0.07;10;[];[];['[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '_add_to_tree', '_spillover_range', 'allocate', 'dump', 'dump', 'get_fragmentation', 'get_free', 'init_rm_free', 'release', 'shutdown'];[];['ceph.src.common.debug.h', 'ceph.src.os.bluestore.HybridAllocator.h'];
io_uring.cc;C++;ceph.src.os.bluestore.io_uring;ceph/src/os/bluestore/io_uring.cc; 267;  4; 11;6;  31; 219;3;11;13;14;0.13;7;[];[];['supported', 'get_next_completed', 'init', 'ioring_queue_t', 'shutdown', 'submit_batch', '~ioring_queue_t'];[];['ceph.src.os.bluestore.ceph_io_uring.h'];
KernelDevice.cc;C++;ceph.src.os.bluestore.KernelDevice;ceph/src/os/bluestore/KernelDevice.cc; 1182;  50; 108;38;  893; 97;262;137;442;556;0.06;33;[];[];['is_expected_ioerr', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '_aio_log_finish', '_aio_log_start', '_aio_start', '_aio_stop', '_aio_thread', '_detect_vdo', '_discard_start', '_discard_stop', '_discard_thread', '_lock', '_sync_write', 'aio_read', 'aio_submit', 'aio_write', 'choose_fd', 'close', 'collect_metadata', 'debug_aio_link', 'debug_aio_unlink', 'direct_read_unaligned', 'discard', 'discard_drain', 'flush', 'get_devices', 'get_thin_utilization', 'invalidate_cache', 'KernelDevice', 'open', 'queue_discard', 'read', 'read_random', 'write'];[];['ceph.src.common.blkdev.h', 'ceph.src.common.debug.h', 'ceph.src.common.errno.h', 'ceph.src.include.stringify.h', 'ceph.src.os.bluestore.ceph_io_uring.h', 'ceph.src.os.bluestore.KernelDevice.h', 'ceph.src.common.numa.h', 'ceph.src.global.global_context.h', 'ceph.src.include.types.h'];
KernelDevice.h;C++;ceph.src.os.bluestore.KernelDevice;ceph/src/os/bluestore/KernelDevice.h; 150;  17; 33;11;  91; 0;0;0;7;89;0.19;5;[];['KernelDevice'];['_aio_log_finish', '_aio_log_start', '_aio_start', '_aio_stop', '_aio_thread', '_detect_vdo', '_discard_start', '_discard_stop', '_discard_thread', '_lock', '_sync_write', 'aio_read', 'aio_submit', 'aio_write', 'AioCompletionThread', 'AioCompletionThread', 'AioCompletionThread', 'entry', 'operator=', 'operator=', '~AioCompletionThread', 'choose_fd', 'close', 'collect_metadata', 'debug_aio_link', 'debug_aio_unlink', 'direct_read_unaligned', 'discard', 'discard_drain', 'DiscardThread', 'DiscardThread', 'DiscardThread', 'entry', 'operator=', 'operator=', '~DiscardThread', 'flush', 'get_devices', 'get_devname', 'get_thin_utilization', 'invalidate_cache', 'KernelDevice', 'KernelDevice', 'KernelDevice', 'open', 'operator=', 'operator=', 'queue_discard', 'read', 'read_random', 'write', '~KernelDevice'];['ceph.src.os.bluestore.KernelDevice.cc'];['ceph.src.common.Thread.h', 'ceph.src.include.interval_set.h', 'ceph.src.include.utime.h', 'ceph.src.os.bluestore.ceph_aio.h', 'ceph.src.include.types.h', 'ceph.src.os.bluestore.BlockDevice.h'];
NVMEDevice.h;C++;ceph.src.os.bluestore.NVMEDevice;ceph/src/os/bluestore/NVMEDevice.h; 83;  22; 15;10;  36; 0;0;0;2;30;0.61;2;[];['NVMEDevice'];['aio_read', 'aio_submit', 'aio_write', 'close', 'collect_metadata', 'flush', 'get_driver', 'invalidate_cache', 'NVMEDevice', 'NVMEDevice', 'NVMEDevice', 'open', 'operator=', 'operator=', 'read', 'read_random', 'supported_bdev_label', 'write', '~NVMEDevice'];['ceph.src.os.bluestore.NVMEDevice.cc'];['ceph.src.include.interval_set.h', 'ceph.src.os.bluestore.BlockDevice.h'];
PMEMDevice.cc;C++;ceph.src.os.bluestore.PMEMDevice;ceph/src/os/bluestore/PMEMDevice.cc; 268;  21; 43;16;  188; 0;65;37;97;113;0.11;13;[];[];['[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '_lock', 'aio_read', 'aio_submit', 'aio_write', 'close', 'collect_metadata', 'flush', 'invalidate_cache', 'open', 'PMEMDevice', 'read', 'read_random', 'write'];[];['ceph.src.common.blkdev.h', 'ceph.src.common.debug.h', 'ceph.src.common.errno.h', 'ceph.src.include.stringify.h', 'ceph.src.os.bluestore.PMEMDevice.h', 'ceph.src.include.types.h'];
PMEMDevice.h;C++;ceph.src.os.bluestore.PMEMDevice;ceph/src/os/bluestore/PMEMDevice.h; 73;  17; 15;8;  34; 0;0;0;1;28;0.50;1;[];['PMEMDevice'];['_lock', 'aio_read', 'aio_submit', 'aio_write', 'close', 'collect_metadata', 'flush', 'invalidate_cache', 'is_valid_io', 'open', 'operator=', 'operator=', 'PMEMDevice', 'PMEMDevice', 'PMEMDevice', 'read', 'read_random', 'write', '~PMEMDevice'];['ceph.src.os.bluestore.PMEMDevice.cc'];['ceph.src.include.interval_set.h', 'ceph.src.os.bluestore.ceph_aio.h', 'ceph.src.os.fs.FS.h', 'ceph.src.os.bluestore.BlockDevice.h'];
StupidAllocator.h;C++;ceph.src.os.bluestore.StupidAllocator;ceph/src/os/bluestore/StupidAllocator.h; 65;  4; 18;10;  35; 0;0;0;0;28;0.11;0;[];['StupidAllocator'];['_aligned_len', '_choose_bin', '_insert_free', 'allocate', 'allocate_int', 'dump', 'dump', 'get_fragmentation', 'get_free', 'init_add_free', 'init_rm_free', 'operator=', 'release', 'shutdown', 'StupidAllocator', 'StupidAllocator', '~StupidAllocator'];[];['ceph.src.include.interval_set.h', 'ceph.src.include.mempool.h', 'ceph.src.include.btree_map.h', 'ceph.src.os.bluestore.Allocator.h'];
BtrfsFileStoreBackend.cc;C++;ceph.src.os.filestore.BtrfsFileStoreBackend;ceph/src/os/filestore/BtrfsFileStoreBackend.cc; 580;  13; 7;32;  0; 535;0;0;0;0;0.00;0;[];[];[];[];['ceph.src.common.config.h', 'ceph.src.common.errno.h', 'ceph.src.include.buffer.h', 'ceph.src.include.ceph_assert.h', 'ceph.src.include.color.h', 'ceph.src.include.linux_fiemap.h', 'ceph.src.os.filestore.BtrfsFileStoreBackend.h', 'ceph.src.include.int_types.h', 'ceph.src.include.types.h', 'ceph.src.os.fs.btrfs_ioctl.h'];
BtrfsFileStoreBackend.h;C++;ceph.src.os.filestore.BtrfsFileStoreBackend;ceph/src/os/filestore/BtrfsFileStoreBackend.h; 49;  13; 2;6;  0; 29;0;0;0;0;0.00;0;[];[];[];['ceph.src.os.filestore.BtrfsFileStoreBackend.cc', 'ceph.src.os.filestore.FileStore.cc'];[];
chain_xattr.h;C++;ceph.src.os.filestore.chain_xattr;ceph/src/os/filestore/chain_xattr.h; 182;  8; 28;21;  125; 5;0;0;8;29;0.06;10;[];[];['chain_fgetxattr', 'chain_flistxattr', 'chain_fremovexattr', 'chain_fsetxattr', 'chain_getxattr', 'chain_getxattr_buf', 'chain_listxattr', 'chain_removexattr', 'chain_setxattr', 'get_raw_xattr_name', 'get_xattr_block_size', 'sys_fgetxattr', 'sys_flistxattr', 'sys_fremovexattr', 'sys_fsetxattr', 'sys_getxattr', 'sys_listxattr', 'sys_removexattr', 'sys_setxattr'];['ceph.src.os.filestore.chain_xattr.cc', 'ceph.src.test.os.TestLFNIndex.cc', 'ceph.src.os.filestore.IndexManager.cc', 'ceph.src.test.objectstore.chain_xattr.cc', 'ceph.src.os.filestore.GenericFileStoreBackend.cc', 'ceph.src.os.filestore.FileStore.cc', 'ceph.src.os.filestore.LFNIndex.cc'];['ceph.src.include.buffer_fwd.h', 'ceph.src.include.ceph_assert.h', 'ceph.src.os.filestore.os_xattr.h'];
CollectionIndex.h;C++;ceph.src.os.filestore.CollectionIndex;ceph/src/os/filestore/CollectionIndex.h; 208;  114; 30;8;  77; 0;0;0;8;43;1.48;14;[];['CollectionIndex', 'Path'];['get_testing_path', 'apply_layout_settings', 'cleanup', 'coll', 'collection_list_partial', 'collection_version', 'CollectionIndex', 'created', 'init', 'lookup', 'merge', 'coll', 'get_index', 'operator=', 'Path', 'Path', 'Path', 'Path', 'path', 'pre_hash_collection', 'prep_delete', 'read_settings', 'split', 'unlink', '~CollectionIndex'];['ceph.src.os.filestore.LFNIndex.h', 'ceph.src.os.filestore.IndexManager.cc', 'ceph.src.os.filestore.IndexManager.h'];['ceph.src.include.object.h'];
DBObjectMap.cc;C++;ceph.src.os.filestore.DBObjectMap;ceph/src/os/filestore/DBObjectMap.cc; 1424;  47; 134;18;  1233; 0;227;316;343;446;0.04;67;[];[];['append_escaped', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', 'operator<<', 'ghobject_key', 'is_buggy_ghobject_key_v1', '_clear', '_generate_new_header', '_get_header', '_lookup_map_header', '_set_header', 'check', 'check_keys', 'check_spos', 'clear', 'clear_header', 'clear_keys_header', 'clone', 'complete_prefix', 'copy_up_header', 'adjust', 'in_complete_region', 'init', 'key', 'lower_bound', 'lower_bound_parent', 'next', 'next_parent', 'seek_to_first', 'seek_to_last', 'status', 'upper_bound', 'valid', 'valid_parent', 'value', 'get', 'get_all_xattrs', 'get_header', 'get_iterator', 'get_keys', 'get_state', 'get_values', 'get_xattrs', 'header_key', 'init', 'legacy_clone', 'list_object_headers', 'list_objects', 'lookup_create_map_header', 'lookup_parent', 'map_header_key', 'remove_map_header', 'remove_xattrs', 'rename', 'rm_keys', 'scan', 'set_header', 'set_header', 'set_keys', 'set_map_header', 'set_state', 'set_xattrs', 'sync', 'sys_parent_prefix', 'sys_prefix', 'upgrade_to_v2', 'user_prefix', 'write_state', 'xattr_prefix'];[];['ceph.src.common.config.h', 'ceph.src.common.debug.h', 'ceph.src.include.buffer.h', 'ceph.src.include.ceph_assert.h', 'ceph.src.os.ObjectMap.h', 'ceph.src.include.int_types.h', 'ceph.src.kv.KeyValueDB.h', 'ceph.src.os.filestore.DBObjectMap.h'];
FDCache.h;C++;ceph.src.os.filestore.FDCache;ceph/src/os/filestore/FDCache.h; 110;  23; 11;11;  65; 0;0;0;12;32;0.35;10;[];['FDCache', 'FD'];['add', 'clear', 'FD', 'FD', 'operator*', '~FD', 'FDCache', 'get_tracked_conf_keys', 'handle_conf_change', 'lookup', '~FDCache'];['ceph.src.os.filestore.WBThrottle.h', 'ceph.src.os.filestore.FileStore.h'];['ceph.src.common.shared_cache.hpp'];
FileJournal.cc;C++;ceph.src.os.filestore.FileJournal;ceph/src/os/filestore/FileJournal.cc; 2234;  134; 244;60;  1487; 328;422;255;676;898;0.09;55;[];[];['[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '_close', '_dump', '_fdump', '_open', '_open_block_device', '_open_file', 'batch_pop_write', 'batch_unpop_write', 'check', 'check_align', 'check_for_full', 'close', 'collect_metadata', 'commit_start', 'committed_thru', 'complete_write', 'corrupt', 'corrupt_footer_magic', 'corrupt_header_magic', 'corrupt_payload', 'create', 'do_discard', 'do_read_entry', 'do_write', 'dump', 'flush', 'get_devices', 'get_header', 'get_journal_size_estimate', 'get_tracked_conf_keys', 'make_writeable', 'open', 'peek_fsid', 'peek_write', 'pop_write', 'prepare_entry', 'prepare_header', 'prepare_multi_write', 'prepare_single_write', 'print_header', 'queue_completions_thru', 'read_entry', 'read_header', 'reserve_throttle_and_backoff', 'set_throttle_params', 'simple_dump', 'start_writer', 'stop_writer', 'submit_entry', 'wrap_read_bl', 'write_bl', 'write_finish_thread_entry', 'write_header_sync', 'write_thread_entry', 'writeq_empty'];[];['ceph.src.common.blkdev.h', 'ceph.src.common.debug.h', 'ceph.src.common.errno.h', 'ceph.src.include.color.h', 'ceph.src.os.filestore.FileJournal.h', 'ceph.src.os.filestore.FileStore.h', 'ceph.src.common.perf_counters.h'];
FileJournal.h;C++;ceph.src.os.filestore.FileJournal;ceph/src/os/filestore/FileJournal.h; 546;  92; 70;22;  357; 28;0;0;59;293;0.26;31;[];['FileJournal', 'WriteFinisher', 'Writer'];['[unnamed]', '[unnamed]', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'encode', 'decode', 'encode', 'make_magic', '_close', '_dump', '_fdump', '_open', '_open_block_device', '_open_file', 'batch_pop_completions', 'batch_pop_write', 'batch_unpop_completions', 'batch_unpop_write', 'check', 'check_aio_completion', 'check_align', 'check_for_full', 'close', 'collect_metadata', 'commit_start', 'committed_thru', 'complete_write', 'completion_item', 'completion_item', 'completion_item', 'completion_item', '~completion_item', 'completion_peek_front', 'completion_pop_front', 'completions_empty', 'corrupt', 'corrupt_footer_magic', 'corrupt_header_magic', 'corrupt_payload', 'create', 'do_aio_write', 'do_discard', 'do_read_entry', 'do_write', 'dump', 'check_magic', 'entry_header_t', 'entry_header_t', 'entry_header_t', 'operator=', 'operator=', 'FileJournal', 'FileJournal', 'flush', 'get_devices', 'get_header', 'get_journal_size_estimate', 'get_top', 'get_tracked_conf_keys', 'handle_conf_change', 'clear', 'decode', 'encode', 'get_fsid64', 'header_t', 'header_t', 'header_t', 'is_writeable', 'journalq_empty', 'make_writeable', 'open', 'operator=', 'peek_fsid', 'peek_write', 'pop_write', 'prepare_entry', 'prepare_header', 'prepare_multi_write', 'prepare_single_write', 'print_header', 'queue_completions_thru', 'read_entry', 'read_entry', 'read_header', 'reserve_throttle_and_backoff', 'set_throttle_params', 'set_wait_on_full', 'should_commit_now', 'simple_dump', 'start_writer', 'stop_writer', 'submit_entry', 'wrap_read_bl', 'write_aio_bl', 'write_bl', 'write_finish_thread_entry', 'write_header_sync', 'operator=', 'operator=', 'write_item', 'write_item', 'write_item', 'write_item', '~write_item', 'write_thread_entry', 'entry', 'operator=', 'operator=', 'WriteFinisher', 'WriteFinisher', 'WriteFinisher', '~WriteFinisher', 'writeq_empty', 'entry', 'operator=', 'operator=', 'Writer', 'Writer', 'Writer', '~Writer', '~FileJournal'];['ceph.src.os.filestore.JournalingObjectStore.h', 'ceph.src.tools.ceph_objectstore_tool.cc', 'ceph.src.test.test_filejournal.cc', 'ceph.src.os.filestore.FileStore.cc', 'ceph.src.os.filestore.FileJournal.cc'];['ceph.src.common.Cond.h', 'ceph.src.common.Thread.h', 'ceph.src.common.zipkin_trace.h', 'ceph.src.include.ceph_assert.h', 'ceph.src.common.Throttle.h', 'ceph.src.os.filestore.Journal.h', 'ceph.src.os.filestore.JournalThrottle.h'];
