Name;ProgrammingLanguage;qualifiedName;location;Lines;CommentLines;BlankLines;PreprocessorLines;CodeLines;InactiveLines;ExecutableCodeLines;DeclarativeCodeLines;ExecutionStatements;DeclarationStatements;RatioComment/Code;Units;containedClasses;containedFunctions;usesSourceFiles;usedbySourceFiles;
prof_dag_stats_op.cc;C++;pytorch-master.pytorch-master.caffe2.contrib.prof.prof_dag_stats_op;pytorch-master/pytorch-master/caffe2/contrib/prof/prof_dag_stats_op.cc; 26;  2; 4;1;  21; 0;17;21;1;8;0.10;2;[];['CAFFE_ANONYMOUS_VARIABLE_CPUGetProfDagStats', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_GetProfDagStats'];[];[];
script_module_op.cc;C++;pytorch-master.pytorch-master.caffe2.contrib.pytorch.script_module_op;pytorch-master/pytorch-master/caffe2/contrib/pytorch/script_module_op.cc; 158;  20; 19;5;  116; 0;54;61;66;83;0.17;12;['final', 'final', 'ScriptModuleDeserializer', 'ScriptModuleSerializer'];['CAFFE_ANONYMOUS_VARIABLE_CPUScriptModule', 'CAFFE_ANONYMOUS_VARIABLE_CPUScriptModuleLoad', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_ScriptModule', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_ScriptModuleLoad', 'noexcept', 'castIValueToTensor', 'RunOnDevice', 'RunOnDevice', 'ScriptModuleLoadOp', 'ScriptModuleOp', 'Deserialize', 'Serialize'];[];[];
shm_mutex.cc;C++;pytorch-master.pytorch-master.caffe2.contrib.shm_mutex.shm_mutex;pytorch-master/pytorch-master/caffe2/contrib/shm_mutex/shm_mutex.cc; 17;  0; 3;1;  13; 0;6;5;5;5;0.00;3;[];['getInstance', 'addLock', 'removeLock'];[];[];
shm_mutex.h;C++;pytorch-master.pytorch-master.caffe2.contrib.shm_mutex.shm_mutex;pytorch-master/pytorch-master/caffe2/contrib/shm_mutex/shm_mutex.h; 343;  48; 37;13;  245; 0;136;73;110;83;0.20;14;['ShmProcessMutex', 'ShmProcessMutexCheck', 'ShmTicketMutex', 'ShmTTSetMutex'];['getInstance', 'internalDestroy', 'lock', 'operator=', 'ShmProcessMutex', 'ShmProcessMutex', 'try_lock', 'unlock', '~ShmProcessMutex', 'addLock', 'operator=', 'removeLock', 'ShmProcessMutexCheck', 'ShmProcessMutexCheck', 'ShmTicketMutex', 'subUnlock', 'waitForLock', 'ShmTTSetMutex', 'subUnlock', 'waitForLock'];[];[];
tensorrt_op_trt.h;C++;pytorch-master.pytorch-master.caffe2.contrib.tensorrt.tensorrt_op_trt;pytorch-master/pytorch-master/caffe2/contrib/tensorrt/tensorrt_op_trt.h; 33;  1; 8;6;  19; 0;3;15;17;37;0.05;4;['final'];['batch_warning_issued_', 'MaybeAdjustOutputShape', 'RunOnDevice', 'TensorRTOp', 'trt_engine_', 'trt_executor_', '~TensorRTOp'];[];[];
tensorrt_tranformer.cc;C++;pytorch-master.pytorch-master.caffe2.contrib.tensorrt.tensorrt_tranformer;pytorch-master/pytorch-master/caffe2/contrib/tensorrt/tensorrt_tranformer.cc; 532;  35; 57;12;  430; 0;284;186;215;134;0.08;15;[];['BlobToTensorProto', 'BuildInitializationList', 'ConvertToValueInfo', 'CPUTensorToTensorProto', 'DumpModel', 'FillModelInfo', 'InferShapes', 'trt_converter', 'AddTrtOptions', 'BuildTrtOp', 'BuildTrtOpLazy', 'PruneUnusedWeights', 'SsaRewriteAndMapNames', 'SubnetToTrtOp', 'Transform'];[];[];
tensorrt_tranformer.h;C++;pytorch-master.pytorch-master.caffe2.contrib.tensorrt.tensorrt_tranformer;pytorch-master/pytorch-master/caffe2/contrib/tensorrt/tensorrt_tranformer.h; 92;  12; 15;11;  55; 0;6;52;0;17;0.22;6;['TensorRTTransformer'];['BuildInitializationList', 'AddTrtOptions', 'build_serializable_op_', 'BuildTrtOp', 'BuildTrtOpLazy', 'debug_builder_', 'max_batch_size_', 'max_workspace_size_', 'PruneUnusedWeights', 'SsaRewriteAndMapNames', 'SubnetToTrtOp', 'TensorRTTransformer', 'Transform', 'verbosity_'];[];[];
trt_utils.h;C++;pytorch-master.pytorch-master.caffe2.contrib.tensorrt.trt_utils;pytorch-master/pytorch-master/caffe2/contrib/tensorrt/trt_utils.h; 55;  1; 10;4;  40; 0;12;18;17;11;0.03;4;['TrtLogger'];['BuildTrtEngine', 'TrtObject', 'operator', 'log', 'TrtLogger'];[];[];
ctc_op.cpp;C++;pytorch-master.pytorch-master.caffe2.contrib.warpctc.ctc_op;pytorch-master/pytorch-master/caffe2/contrib/warpctc/ctc_op.cpp; 42;  4; 6;9;  23; 3;7;17;6;19;0.17;5;['GetCTCGradient'];['CAFFE_ANONYMOUS_VARIABLE_CPUCTC', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_CTC', 'workspaceInfo', 'vector', 'GetGradientDefs'];[];[];
ctc_op.h;C++;pytorch-master.pytorch-master.caffe2.contrib.warpctc.ctc_op;pytorch-master/pytorch-master/caffe2/contrib/warpctc/ctc_op.h; 127;  7; 17;20;  83; 0;37;35;50;53;0.08;2;['final'];['workspaceInfo', 'CTCOp', 'RunOnDevice', 'ResizeLike'];[];[];
allocator.cc;C++;pytorch-master.pytorch-master.caffe2.core.allocator;pytorch-master/pytorch-master/caffe2/core/allocator.cc; 1;  0; 0;1;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
allocator.h;C++;pytorch-master.pytorch-master.caffe2.core.allocator;pytorch-master/pytorch-master/caffe2/core/allocator.h; 4;  1; 0;4;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
asan.h;C++;pytorch-master.pytorch-master.caffe2.core.asan;pytorch-master/pytorch-master/caffe2/core/asan.h; 32;  4; 6;22;  0; 10;0;0;0;0;0.00;0;[];[];[];[];
blob_gpu_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.blob_gpu_test;pytorch-master/pytorch-master/caffe2/core/blob_gpu_test.cc; 227;  9; 15;46;  161; 0;116;55;343;143;0.06;17;['TensorGPUDeathTest', 'TensorGPUTest'];['TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TYPED_TEST', 'TYPED_TEST', 'TYPED_TEST', 'TYPED_TEST', 'TYPED_TEST', 'TYPED_TEST'];[];[];
blob_serialization.cc;C++;pytorch-master.pytorch-master.caffe2.core.blob_serialization;pytorch-master/pytorch-master/caffe2/core/blob_serialization.cc; 707;  59; 47;18;  584; 6;365;164;267;134;0.10;35;['C10FlagParser_caffe2_max_tensor_serializer_threads', 'C10FlagParser_caffe2_serialize_fp16_as_bytes', 'C10FlagParser_caffe2_serialize_using_bytes_as_holder', 'C10FlagParser_caffe2_tensor_chunk_size', 'StringDeserializer', 'StringSerializer'];['ContextFromProto', 'DimsFromTensorProto', 'EnableByteEncoding', 'GetDataType', 'NumelFromTensorProto', 'SerializeUsingBytesOrInt32', 'TensorOptionsFromProto', 'DeserializeBlob', 'DeserializeBlob', 'DeserializeFromBytesOrInt32', 'EmptyTensorFromProto', 'RegistryName', 'RegistryName', 'SerializeAsString_EnforceCheck', 'SerializeBlob', 'SerializeBlob', 'SerializeBlob', 'SerializeBlob', 'processChunk', 'task', 'C10FlagParser_caffe2_max_tensor_serializer_threads', 'C10FlagParser_caffe2_serialize_fp16_as_bytes', 'C10FlagParser_caffe2_serialize_using_bytes_as_holder', 'C10FlagParser_caffe2_tensor_chunk_size', 'Deserialize', 'Serialize', 'StringSerializer', '~StringSerializer', 'Deserialize', 'Deserialize', 'DeserializeToTensor', 'Serialize', 'Serialize', 'SerializeWithChunkSize', 'StoreDeviceDetail'];[];[];
blob_serialization.h;C++;pytorch-master.pytorch-master.caffe2.core.blob_serialization;pytorch-master/pytorch-master/caffe2/core/blob_serialization.h; 244;  91; 28;12;  116; 0;34;79;30;38;0.78;7;['TensorDeserializer', 'TensorSerializer'];['DeserializeBlob', 'DeserializeBlob', 'CopyFromProtoAsIs', 'CopyFromProtoWithCast', 'CopyToProtoAsIs', 'CopyToProtoWithCast', 'EmptyTensorFromProto', 'SerializeAsString_EnforceCheck', 'SerializeBlob', 'SerializeBlob', 'SerializeBlobProtoAsString_EnforceCheck', 'Deserialize', 'Deserialize', 'DeserializeToTensor', 'Serialize', 'Serialize', 'SerializeWithChunkSize', 'StoreDeviceDetail', 'TensorSerializer', '~TensorSerializer'];[];[];
blob_serializer_base.h;C++;pytorch-master.pytorch-master.caffe2.core.blob_serializer_base;pytorch-master/pytorch-master/caffe2/core/blob_serializer_base.h; 98;  35; 14;10;  41; 0;9;25;4;19;0.85;5;['BlobDeserializerBase', 'BlobSerializerBase'];['CreateDeserializer', 'CreateSerializer', 'RegistryName', 'Deserialize', '~BlobDeserializerBase', 'Serialize', 'SerializeWithChunkSize', '~BlobSerializerBase'];[];[];
blob_stats.cc;C++;pytorch-master.pytorch-master.caffe2.core.blob_stats;pytorch-master/pytorch-master/caffe2/core/blob_stats.cc; 36;  2; 7;1;  27; 0;10;13;8;9;0.07;4;[];['sizeBytes', 'doRegister', 'get', 'instance'];[];[];
blob_stats.h;C++;pytorch-master.pytorch-master.caffe2.core.blob_stats;pytorch-master/pytorch-master/caffe2/core/blob_stats.h; 46;  4; 10;8;  24; 0;2;16;1;13;0.17;2;[];['sizeBytes', 'sizeBytes', '~BlobStatGetter', 'doRegister', 'get', 'instance', 'instance', 'Registrar', 'Id'];[];[];
common.cc;C++;pytorch-master.pytorch-master.caffe2.core.common;pytorch-master/pytorch-master/caffe2/core/common.cc; 39;  5; 9;5;  22; 0;8;12;5;10;0.23;7;[];['g_caffe2_has_cuda_linked', 'g_caffe2_has_hip_linked', 'GetBuildOptions', 'HasCudaRuntime', 'HasHipRuntime', 'SetCudaRuntimeFlag', 'SetHipRuntimeFlag'];[];[];
common.h;C++;pytorch-master.pytorch-master.caffe2.core.common;pytorch-master/pytorch-master/caffe2/core/common.h; 142;  34; 22;46;  44; 10;5;23;11;22;0.77;5;['SkipIndices', 'SkipIndices'];['dynamic_cast_if_rtti', 'GetBuildOptions', 'HasCudaRuntime', 'HasHipRuntime', 'SetCudaRuntimeFlag', 'SetHipRuntimeFlag', 'Contains', 'Contains', 'ContainsInternal', 'ContainsInternal', 'unique_ptr'];[];[];
common_cudnn.cc;C++;pytorch-master.pytorch-master.caffe2.core.common_cudnn;pytorch-master/pytorch-master/caffe2/core/common_cudnn.cc; 26;  4; 6;3;  15; 0;5;8;5;9;0.27;2;[];['PrintCuDNNInfo', 'cudnn_states'];[];[];
common_gpu.cc;C++;pytorch-master.pytorch-master.caffe2.core.common_gpu;pytorch-master/pytorch-master/caffe2/core/common_gpu.cc; 323;  22; 24;31;  225; 30;155;45;157;52;0.10;14;['CudaRuntimeFlagFlipper'];['CaffeCudaGetDevice', 'CaffeCudaSetDevice', 'cublasGetErrorString', 'curandGetErrorString', 'DeviceQuery', 'GetCudaPeerAccessPattern', 'GetDefaultGPUID', 'GetDeviceProperty', 'GetGPUIDForPointer', 'NumCudaDevices', 'SetDefaultGPUID', 'TensorCoreAvailable', 'CudaDevicePropWrapper', 'CudaRuntimeFlagFlipper'];[];[];
common_gpu.h;C++;pytorch-master.pytorch-master.caffe2.core.common_gpu;pytorch-master/pytorch-master/caffe2/core/common_gpu.h; 483;  114; 52;264;  57; 21;0;0;0;0;2.00;0;[];[];[];[];
common_omp.h;C++;pytorch-master.pytorch-master.caffe2.core.common_omp;pytorch-master/pytorch-master/caffe2/core/common_omp.h; 8;  2; 2;6;  0; 1;0;0;0;0;0.00;0;[];[];[];[];
context.cc;C++;pytorch-master.pytorch-master.caffe2.core.context;pytorch-master/pytorch-master/caffe2/core/context.cc; 64;  5; 10;5;  47; 0;18;30;12;21;0.11;4;[];['CopyBytesImpl', 'CopyBytesWrapper', 'RandomNumberSeed', 'CopyBytesSameDevice'];[];[];
context.h;C++;pytorch-master.pytorch-master.caffe2.core.context;pytorch-master/pytorch-master/caffe2/core/context.h; 178;  27; 32;14;  110; 0;39;48;42;45;0.25;23;['final'];['GetDeviceType', 'HasAsyncPartDefault', 'IsStreamFree', 'SupportsAsyncScheduling', 'CopyBytes', 'CopyBytesFromCPU', 'CopyBytesToCPU', 'CopyItems', 'device', 'device_type', 'random_seed_', 'random_seed_set_', 'RandomNumberSeed', 'size_t', 'SupportsNonFundamentalTypes', 'SwitchToDevice', 'SwitchToDevice', 'CPUContext', 'CPUContext', 'CPUContext', 'FinishDeviceComputation', 'RandGenerator', 'Record', 'SwitchToDevice', 'WaitEvent', '~CPUContext', 'CopyBytes'];[];[];
context_base.cc;C++;pytorch-master.pytorch-master.caffe2.core.context_base;pytorch-master/pytorch-master/caffe2/core/context_base.cc; 20;  3; 7;2;  10; 0;1;5;1;4;0.30;1;[];['RegistryName'];[];[];
context_gpu.h;C++;pytorch-master.pytorch-master.caffe2.core.context_gpu;pytorch-master/pytorch-master/caffe2/core/context_gpu.h; 337;  62; 50;29;  179; 26;0;0;0;0;0.35;0;[];[];[];[];
context_gpu_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.context_gpu_test;pytorch-master/pytorch-master/caffe2/core/context_gpu_test.cc; 161;  22; 19;7;  117; 0;75;39;80;41;0.19;10;[];['getStreamForHandle', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST_GetStreamAddress'];[];[];
context_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.context_test;pytorch-master/pytorch-master/caffe2/core/context_test.cc; 36;  3; 5;4;  25; 0;14;14;12;13;0.12;2;[];['TEST', 'TEST'];[];[];
db.cc;C++;pytorch-master.pytorch-master.caffe2.core.db;pytorch-master/pytorch-master/caffe2/core/db.cc; 211;  19; 30;4;  162; 0;72;70;118;80;0.12;22;['MiniDB', 'MiniDBCursor', 'MiniDBTransaction'];['RegistryName', 'Deserialize', 'Serialize', 'Close', 'MiniDB', 'NewCursor', 'NewTransaction', '~MiniDB', 'key', 'MiniDBCursor', 'Next', 'Seek', 'SeekToFirst', 'Valid', 'value', '~MiniDBCursor', 'Commit', 'MiniDBTransaction', 'Put', '~MiniDBTransaction', '_typeMetaDataInstance', '_typeMetaDataInstance'];[];[];
db.h;C++;pytorch-master.pytorch-master.caffe2.core.db;pytorch-master/pytorch-master/caffe2/core/db.h; 318;  106; 33;9;  174; 0;78;80;76;64;0.61;22;['Cursor', 'DB', 'DBReader', 'DBReaderDeserializer', 'DBReaderSerializer', 'Transaction'];['CreateDB', 'DBExists', 'RegistryName', 'Cursor', 'Cursor', 'key', 'Next', 'operator=', 'Seek', 'SeekToFirst', 'SupportsSeek', 'Valid', 'value', '~Cursor', 'Close', 'DB', 'DB', 'NewCursor', 'NewTransaction', 'operator=', '~DB', 'cursor', 'DBReader', 'DBReader', 'DBReader', 'DBReader', 'DBReader', 'InitializeCursor', 'MoveToBeginning', 'num_shards_', 'Open', 'Open', 'operator=', 'Read', 'SeekToFirst', 'shard_id_', 'Deserialize', 'Serialize', 'Commit', 'operator=', 'Put', 'Transaction', 'Transaction', '~Transaction'];[];[];
event.cc;C++;pytorch-master.pytorch-master.caffe2.core.event;pytorch-master/pytorch-master/caffe2/core/event.cc; 148;  11; 26;1;  113; 0;53;47;42;56;0.10;9;[];['EventCreateCPU', 'EventErrorMessageCPU', 'EventFinishCPU', 'EventQueryCPU', 'EventRecordCPU', 'EventResetCPU', 'EventSetCallbackCPU', 'EventSetFinishedCPU', 'EventWaitCPUCPU', 'Variables', 'event_callback_setter_', 'event_creator_', 'event_err_msg_getter_', 'event_finished_setter_', 'event_finisher_', 'event_querier_', 'event_recorder_', 'event_resetter_', 'event_waiter_'];[];[];
event_cpu.h;C++;pytorch-master.pytorch-master.caffe2.core.event_cpu;pytorch-master/pytorch-master/caffe2/core/event_cpu.h; 47;  3; 14;3;  30; 0;1;23;3;18;0.10;2;[];['EventCanScheduleCPU', 'EventCreateCPU', 'EventErrorMessageCPU', 'EventFinishCPU', 'EventQueryCPU', 'EventRecordCPU', 'EventResetCPU', 'EventSetFinishedCPU', 'EventWaitCPUCPU', 'CPUEventWrapper', '~CPUEventWrapper'];[];[];
event_gpu.cc;C++;pytorch-master.pytorch-master.caffe2.core.event_gpu;pytorch-master/pytorch-master/caffe2/core/event_gpu.cc; 224;  22; 29;5;  170; 0;80;65;80;92;0.13;12;[];['EventCreateCUDA', 'EventErrorMessageCUDA', 'EventFinishCUDA', 'EventQueryCUDA', 'EventRecordCUDA', 'EventResetCUDA', 'EventSetFinishedCUDA', 'EventWaitCPUCUDA', 'EventWaitCUDACPU', 'EventWaitCUDACUDA', 'CudaEventWrapper', '~CudaEventWrapper'];[];[];
event_gpu_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.event_gpu_test;pytorch-master/pytorch-master/caffe2/core/event_gpu_test.cc; 50;  5; 11;4;  31; 0;21;9;21;8;0.16;1;[];['TEST'];[];[];
export_c10_op_to_caffe2.cc;C++;pytorch-master.pytorch-master.caffe2.core.export_c10_op_to_caffe2;pytorch-master/pytorch-master/caffe2/core/export_c10_op_to_caffe2.cc; 10;  0; 2;1;  7; 0;1;3;1;3;0.00;1;[];['RegistryName'];[];[];
export_c10_op_to_caffe2.h;C++;pytorch-master.pytorch-master.caffe2.core.export_c10_op_to_caffe2;pytorch-master/pytorch-master/caffe2/core/export_c10_op_to_caffe2.h; 258;  27; 28;37;  169; 7;77;40;113;45;0.16;10;['final'];['createC10OperatorWrapper', 'has_value', 'to', 'array_inputs_', 'C10OperatorWrapper', 'callKernel_', 'get_nontensor_argument_', 'get_nontensor_argument_', 'GetSingleArgument', 'HasSingleArgumentOfType', 'popOutputs_', 'preallocated_outputs_', 'pushInputs_', 'RunOnDevice', 'singleton'];[];[];
export_caffe2_op_to_c10.h;C++;pytorch-master.pytorch-master.caffe2.core.export_caffe2_op_to_c10;pytorch-master/pytorch-master/caffe2/core/export_caffe2_op_to_c10.h; 232;  72; 26;72;  67; 11;39;28;24;16;1.07;4;[];['_call_caffe2_op', '_call_caffe2_op_from_c10', 'call_caffe2_op_from_c10', 'make_function_schema_for_c10', 'op', 'ofTensors', 'create'];[];[];
graph.cc;C++;pytorch-master.pytorch-master.caffe2.core.graph;pytorch-master/pytorch-master/caffe2/core/graph.cc; 285;  50; 30;5;  205; 0;109;64;99;104;0.24;6;[];['AddOp', 'MatchArguments', 'MatchStrings', 'Graph', 'DeactivateSubgraph', 'GetNetDef'];[];[];
graph.h;C++;pytorch-master.pytorch-master.caffe2.core.graph;pytorch-master/pytorch-master/caffe2/core/graph.h; 179;  75; 31;8;  67; 0;9;46;8;34;1.12;10;[];['AddOp', 'MatchArguments', 'MatchStrings', 'DeactivateSubgraph', 'external_input', 'external_output', 'GetNetDef', 'Graph', 'is_node_active', 'node', 'node', 'push_node', 'resize_nodes', 'size', 'Node', 'Node'];[];[];
graph_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.graph_test;pytorch-master/pytorch-master/caffe2/core/graph_test.cc; 200;  6; 31;4;  162; 0;114;55;102;58;0.04;13;['final'];['CAFFE_ANONYMOUS_VARIABLE_CPUGraphDummyOp1', 'CAFFE_ANONYMOUS_VARIABLE_CPUGraphDummyOp2', 'CAFFE_ANONYMOUS_VARIABLE_CPUGraphDummyOp3', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_GraphDummyOp1', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_GraphDummyOp2', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_GraphDummyOp3', 'compare_netdefs', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'Run'];[];[];
miopen_wrapper.h;C++;pytorch-master.pytorch-master.caffe2.core.hip.miopen_wrapper;pytorch-master/pytorch-master/caffe2/core/hip/miopen_wrapper.h; 166;  37; 26;6;  98; 0;41;48;44;51;0.38;17;['MIOPENState', 'MIOPENWrapper'];['f', 'miopen_states', 'after_', 'before_', 'execute', 'gpu_id_', 'miopen_handle', 'miopen_handle_', 'MIOPENState', 'MIOPENState', 'operator=', 'stream_', 'workspace', '~MIOPENState', 'get', 'nbytes_', 'reset', '~MIOPENWorkspace', 'inline_miopen_handle', 'MIOPENWrapper', 'MIOPENWrapper', 'operator=', 'with_miopen_state', 'device_id', 'hip_stream', 'miopen_handle', 'New'];[];[];
init.cc;C++;pytorch-master.pytorch-master.caffe2.core.init;pytorch-master/pytorch-master/caffe2/core/init.cc; 109;  20; 13;5;  74; 0;40;26;28;46;0.27;8;['C10FlagParser_caffe2_version', 'State'];['GlobalInit', 'GlobalInitAlreadyRun', 'GlobalInitState', 'GlobalInit', 'init_state_guard', 'unsafeRunCaffe2InitFunction', 'Registry', 'C10FlagParser_caffe2_version'];[];[];
init.h;C++;pytorch-master.pytorch-master.caffe2.core.init;pytorch-master/pytorch-master/caffe2/core/init.h; 179;  55; 17;16;  96; 0;42;43;39;28;0.57;8;['GlobalInitIsCalledGuard', 'InitRegisterer', 'Caffe2InitializeRegistry'];['GlobalInit', 'GlobalInit', 'GlobalInitAlreadyRun', 'unsafeRunCaffe2InitFunction', 'Registry', 'GlobalInitIsCalledGuard', 'InitRegisterer', 'Caffe2InitializeRegistry', 'Register', 'RunNamedFunction', 'RunRegisteredEarlyInitFunctions', 'RunRegisteredInitFunctions', 'RunRegisteredInitFunctionsInternal'];[];[];
init_intrinsics_check.cc;C++;pytorch-master.pytorch-master.caffe2.core.init_intrinsics_check;pytorch-master/pytorch-master/caffe2/core/init_intrinsics_check.cc; 80;  1; 11;17;  46; 6;24;15;18;15;0.02;4;['C10FlagParser_caffe2_quit_on_unsupported_cpu_feature'];['WarnIfFeatureUnused', 'Caffe2CheckIntrinsicsFeatures', 'QuitIfFeatureUnsupported', 'C10FlagParser_caffe2_quit_on_unsupported_cpu_feature'];[];[];
init_omp.cc;C++;pytorch-master.pytorch-master.caffe2.core.init_omp;pytorch-master/pytorch-master/caffe2/core/init_omp.cc; 78;  5; 9;13;  13; 45;2;4;2;15;0.38;2;['C10FlagParser_caffe2_mkl_num_threads', 'C10FlagParser_caffe2_omp_num_threads'];['C10FlagParser_caffe2_mkl_num_threads', 'C10FlagParser_caffe2_omp_num_threads'];[];[];
init_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.init_test;pytorch-master/pytorch-master/caffe2/core/init_test.cc; 69;  2; 13;5;  51; 0;20;24;15;21;0.04;8;[];['LateRegisterEarlyInitFunction', 'LateRegisterFailInitFunction', 'LateRegisterInitFunction', 'TEST', 'TEST', 'TEST', 'TestFailInitFunction', 'TestInitFunction'];[];[];
logging.h;C++;pytorch-master.pytorch-master.caffe2.core.logging;pytorch-master/pytorch-master/caffe2/core/logging.h; 3;  0; 0;3;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
macros.h;C++;pytorch-master.pytorch-master.caffe2.core.macros;pytorch-master/pytorch-master/caffe2/core/macros.h; 4;  2; 1;1;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
memonger.cc;C++;pytorch-master.pytorch-master.caffe2.core.memonger;pytorch-master/pytorch-master/caffe2/core/memonger.cc; 593;  46; 46;4;  499; 0;306;161;232;115;0.09;13;['ComputeBlobRecyclingForDag'];['compute_blob_recycling_for_dag', 'optimize_inference_net', 'apply_assignments', 'apply_recurrent_blob_assignments', 'can_use_blob', 'ComputeBlobRecyclingForDag', 'get_blob_or_mapped_blob', 'get_free_blob', 'has_key', 'has_key', 'infer_blob_size', 'OptimizeNet', 'process_op'];[];[];
module.cc;C++;pytorch-master.pytorch-master.caffe2.core.module;pytorch-master/pytorch-master/caffe2/core/module.cc; 117;  4; 11;10;  38; 60;13;13;17;12;0.11;7;[];['CurrentModuleHandles', 'gModuleChangeMutex', 'MutableCurrentModules', 'CurrentModules', 'HasModule', 'LoadModule', 'ModuleSchema'];[];[];
module.h;C++;pytorch-master.pytorch-master.caffe2.core.module;pytorch-master/pytorch-master/caffe2/core/module.h; 71;  35; 11;18;  9; 0;1;7;0;6;3.89;0;['ModuleSchema'];['CurrentModules', 'HasModule', 'LoadModule', 'ModuleSchema'];[];[];
module_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.module_test;pytorch-master/pytorch-master/caffe2/core/module_test.cc; 77;  7; 10;8;  31; 23;16;13;14;21;0.23;6;['Caffe2ModuleTestStaticDummyOp'];['CAFFE_ANONYMOUS_VARIABLE_CPUCaffe2ModuleTestStaticDummy', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_Caffe2ModuleTestStaticDummy', 'TEST', 'gCaffe2ModuleSanityCheckcaffe2_module_test_static', 'Run', 'type'];[];[];
net.h;C++;pytorch-master.pytorch-master.caffe2.core.net;pytorch-master/pytorch-master/caffe2/core/net.h; 173;  35; 29;24;  91; 0;0;0;0;0;0.38;0;[];[];[];[];
net_async_base.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_async_base;pytorch-master/pytorch-master/caffe2/core/net_async_base.cc; 621;  24; 72;6;  504; 21;284;147;233;214;0.05;47;['C10FlagParser_caffe2_net_async_check_stream_status', 'C10FlagParser_caffe2_net_async_inference_mode', 'C10FlagParser_caffe2_net_async_max_gpus', 'C10FlagParser_caffe2_net_async_max_numa_nodes', 'C10FlagParser_caffe2_net_async_profile_operators', 'C10FlagParser_caffe2_net_async_run_root_tasks_inline', 'C10FlagParser_caffe2_net_async_thread_pool_size', 'C10FlagParser_caffe2_net_async_use_per_net_pools', 'C10FlagParser_caffe2_net_async_use_single_pool', 'C10FlagParser_caffe2_streams_per_gpu'];['getStreamCounters', 'GetOperatorStats', 'GetPerOperatorCost', 'GetProfReport', '~AsyncNetBase', 'C10FlagParser_caffe2_net_async_check_stream_status', 'C10FlagParser_caffe2_net_async_inference_mode', 'C10FlagParser_caffe2_net_async_max_gpus', 'C10FlagParser_caffe2_net_async_max_numa_nodes', 'C10FlagParser_caffe2_net_async_profile_operators', 'C10FlagParser_caffe2_net_async_run_root_tasks_inline', 'C10FlagParser_caffe2_net_async_thread_pool_size', 'C10FlagParser_caffe2_net_async_use_per_net_pools', 'C10FlagParser_caffe2_net_async_use_single_pool', 'C10FlagParser_caffe2_streams_per_gpu', 'AsyncNetBase', 'asyncWait', 'canSchedule', 'canSchedule', 'children', 'event', 'finalizeEvents', 'finishTasks', 'firstTaskOp', 'firstTaskOp', 'firstTaskOpId', 'getParentCount', 'handleChainError', 'handleRunError', 'isStreamFree', 'lastTaskOp', 'lastTaskOp', 'lastTaskOpId', 'numOps', 'parents', 'pool', 'pool', 'poolGetter', 'query', 'reset', 'run', 'RunAsync', 'stream', 'tasksNum', 'testAndSetScheduled', 'updateParentCount', 'ExecutionOptions'];[];[];
